학년,출판사,교육과정,단원 번호,단원 명,의사소통 기능,prompt 수정 사항,어휘,문화,소재,Function Material 1,Function Material 2,Function Material 3,Function Material 4,Phonics
초4,동아(박),2015 개정 교육과정,1,My Name Is Cindy,때에 따른 인사말Good morning. 이름 묻고 답하기What's your name? - My name is Cindy. 나이 묻고 답하기How old are you? - I’m eleven years old.,,"afternoon, eleven, evening, hey, morning, name, old, year",성과 이름의 순서 차이,"학교생활, 교우 관계, 사회생활, 대인 관계","[DESCRIPTION]

하루의 특정 시간에 맞는 인사말 활용하기.

[KEY_EXPRESSION]

Good morning!

[SUB_EXPRESSION_1]

Good afternoon!

[SUB_EXPRESSION_2]

Good evening!","[DESCRIPTION]

What's your name? 표현을 활용해 이름 묻고 답하기.

[KEY_EXPRESSION]

A: What's your name?
B: My name is Alex.

[SUB_EXPRESSION_1]

A: What is your name?
B: My name is ().

[SUB_EXPRESSION_2]

A: May I know your name?
B: My name is ().","[DESCRIPTION]

나이를 묻고 답하는 표현을 사용하기.

[KEY_EXPRESSION]

A: How old are you?
B: I'm seven years old.

[SUB_EXPRESSION_1]

A: What's your age?
B: I am () years old.

[SUB_EXPRESSION_2]

A: How many years have you?
B: I am () years old.",,
초4,동아(박),2015 개정 교육과정,2,How Are You?,"안부 묻고 답하기How are you? - I’m fine(, thanks). 다른 사람 소개하기This is my friend, Bomi.",,"fine, friend, grandma, grandpa, now, so, teacher",영어권 나라에서 선생님을 부르는 말,"교우 관계, 협력, 대인 관계, 사회생활","[DESCRIPTION]

상대방의 상태나 감정을 안부를 통해 묻고 답하기.

[KEY_EXPRESSION]

A: How are you?
B: I'm great, thank you.

[SUB_EXPRESSION_1]

A: How's it going?
B: I'm feeling ().

[SUB_EXPRESSION_2]

A: How do you feel?
B: I'm feeling ().","[DESCRIPTION]

This is ()을 활용해 인물 소개하기.

[KEY_EXPRESSION]

This is my buddy, Hana.

[SUB_EXPRESSION_1]

This is my pal, ().

[SUB_EXPRESSION_2]

Here is ().",,,
초4,동아(박),2015 개정 교육과정,3,"Don’t Push, Please","금지하기Don’t push(, please). 주의 주기Be careful. 지시하기Be quiet. / Line up, please.",,"careful, eat, enter, hot, line, push, quiet, touch",세계의 다양한표지판 ,"사회생활, 공중도덕, 질서, 예절, 배려","[DESCRIPTION]

Don’t 등을 이용해 금지 표현하기.

[KEY_EXPRESSION]

Please don’t push.

[SUB_EXPRESSION_1]

Don’t () here.

[SUB_EXPRESSION_2]

Please avoid ().","[DESCRIPTION]

조심을 요청하는 표현을 활용해 안전을 위한 주의 주기.

[KEY_EXPRESSION]

Watch out!

[SUB_EXPRESSION_1]

Take care.

[SUB_EXPRESSION_2]

Pay attention.","[DESCRIPTION]

명령문을 활용하여 지시하거나 요청하기.

[KEY_EXPRESSION]

Please sit down.

[SUB_EXPRESSION_1]

Be patient.

[SUB_EXPRESSION_2]

Let's pay attention.",,
초4,동아(박),2015 개정 교육과정,4,What Time Is It?,시각 묻고 답하기What time is it? - It’s two o’clock. 무엇을 할 시간인지 표현하기It’s time for breakfast.,,"bed, breakfast, dear, dinner, late, love, lunch, fifty, forty, night, o’clock, thirty, time, twelve, twenty",세계 각 지역의 시간 차이,"교우 관계, 공중도덕, 예절, 여가 선용","[DESCRIPTION]

시각을 물어보거나 응답하는 방법 익히기.

[KEY_EXPRESSION]

A: What time is it?
B: It's one o’clock.

[SUB_EXPRESSION_1]

A: Can you tell me the time?
B: It's () o’clock.

[SUB_EXPRESSION_2]

A: Do you know the current time?
B: It's () o’clock.","[DESCRIPTION]

It’s time for ()를 통해 무엇을 할 시간인지 나타내기.

[KEY_EXPRESSION]

It's time for lunch.

[SUB_EXPRESSION_1]

It's time for dinner.

[SUB_EXPRESSION_2]

It's time for a break.",,,
초4,동아(박),2015 개정 교육과정,5,I’m Cooking,상대방이 지금 무엇을 하고 있는지 묻고 답하기What are you doing? - I’m drawing. 다른 사람이 지금 무엇을 하고 있는지 묻고 답하기What is he doing? - He’s studying.,,"clean, cook, draw, make, read, robot, study",세계의 뛰어난 발명가 ,"개인 생활, 가정생활, 여가 선용, 창의, 과학","[DESCRIPTION]

be ()ing를 활용해 상대방이 지금 무엇을 하고 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: What are you doing?
B: I'm painting.

[SUB_EXPRESSION_1]

A: What are you making?
B: I'm ()ing.

[SUB_EXPRESSION_2]

A: What’s keeping you busy?
B: I'm ()ing.","[DESCRIPTION]

be ()ing를 활용해 상대방이 지금 무엇을 하고 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: What are you doing?
B: I'm painting.

[SUB_EXPRESSION_1]

A: What are you making?
B: I'm ()ing.

[SUB_EXPRESSION_2]

A: What’s keeping you busy?
B: I'm ()ing.",,,
초4,동아(박),2015 개정 교육과정,6,It’s on the Desk,물건의 위치 묻고 답하기Where is the ruler? - It’s on the desk. 반복 요청하기Sorry?,,"box, chair, desk, doll, hairpin, in, on, ruler, sofa, table, under, where",세계의 다양한 발명품,"교우 관계, 협력, 여가 선용, 창의, 과학","[DESCRIPTION]

Where is ()?를 활용해 물건의 위치 묻고 답하기.

[KEY_EXPRESSION]

A: Where is the book?
B: It's on the table.

[SUB_EXPRESSION_1]

A: Where can I find the ()?
B: It's in the ().

[SUB_EXPRESSION_2]

A: Where is my ()?
B: It's near the ().","[DESCRIPTION]

상대방에게 내용을 반복 요청하기.

[KEY_EXPRESSION]

Sorry?

[SUB_EXPRESSION_1]

Could you repeat that?

[SUB_EXPRESSION_2]

I'm sorry, I didn't catch that.",,,
초4,동아(박),2015 개정 교육과정,7,Let’s Play Soccer,"제안하고 답하기Let’s play soccer. - Sure. / Sorry, I can’t. 위로하기That’s too bad.",,"bad, badminton, baseball, basketball, board, busy, hurt, leg, ride, soccer, sure, together",세계의 다양한 놀이,"교우 관계, 대인 관계, 운동, 배려","[DESCRIPTION]

Let's ()를 활용해 제안하고 답하기.

[KEY_EXPRESSION]

A: Let's read a story.
B: Sure! / No, thank you.

[SUB_EXPRESSION_1]

A: Let's () together.
B: Sure! / Sorry, I can't.

[SUB_EXPRESSION_2]

A: Why don't we ()?
B: I'd love to. / Maybe another time.","[DESCRIPTION]

간단한 표현을 통해 상대방에게 위로의 말을 건네기.

[KEY_EXPRESSION]

That's unfortunate.

[SUB_EXPRESSION_1]

I'm sorry to hear that.

[SUB_EXPRESSION_2]

Oh, that's tough.",,,
초4,동아(박),2015 개정 교육과정,8,"Yes, It’s Mine","물건이 누구의 것인지 묻고 답하기Is this your hat? - Yes, it’s mine. / No, it isn’t. 물건 묘사하기My pencil case is brown.",,"brown, brush, hat, pencil case, pink, skateboard, toy car",세계의 다양한 모자 ,"학교생활, 교우 관계, 사회생활, 여가 선용","[DESCRIPTION]

소유 표현을 활용해 물건이 누구의 것인지 묻고 답하기.

[KEY_EXPRESSION]

A: Is this your backpack?
B: Yes, it's mine. / No, it isn't.

[SUB_EXPRESSION_1]

A: Is this your ()?
B: Yes, it's mine. / No, it isn't.

[SUB_EXPRESSION_2]

A: Is that her ()?
B: Yes, it's hers. / No, it's not.","[DESCRIPTION]

My () is ().를 활용해 물건 묘사하기.

[KEY_EXPRESSION]

My backpack is red.

[SUB_EXPRESSION_1]

My notebook is ().

[SUB_EXPRESSION_2]

My bag is ().",,,
초4,동아(박),2015 개정 교육과정,9,I Want a T-shirt,원하는 것이 무엇인지 묻고 답하기What do you want? - I want a T-shirt. 감탄하기How nice!,,"jacket, scarf, shoes, skirt, T-shirt, pants, want",세계 여러 나라의 유명한 시장,"학교생활, 가정생활, 사회생활","[DESCRIPTION]

do you want ()? 및 I want ()를 활용해 원하는 것이 무엇인지 묻고 답하기.

[KEY_EXPRESSION]

A: What would you like?
B: I want a toy car.

[SUB_EXPRESSION_1]

A: What do you desire?
B: I want a ()

[SUB_EXPRESSION_2]

A: What are you looking for?
B: I want a ()","[DESCRIPTION]

감정을 표현하는 How + 형용사를 활용해 감탄하기.

[KEY_EXPRESSION]

How wonderful!

[SUB_EXPRESSION_1]

How beautiful!

[SUB_EXPRESSION_2]

How amazing!",,,
초4,동아(박),2015 개정 교육과정,10,Can You Help Me?,"도움 요청하고 답하기Can you help me? - Sure, I can. / Sorry, I can’t. 음식 권하고 답하기Do you want some bread? - Yes, please. / No, thanks. I’m full.",,"bread, cheesecake, corn, delicious, full, help, kind, milk, orange juice, paint, picture, pumpkin pie, some, turkey",세계의 비슷한 명절,"사회생활, 대인 관계, 배려, 봉사","[DESCRIPTION]

Can you ()? 표현을 통해 상대방에게 도움 요청하고 답하기.

[KEY_EXPRESSION]

A: Can you assist me?
B: Yes, I can assist.

[SUB_EXPRESSION_1]

A: Could you lend me a hand?
B: Yes, I can (()).

[SUB_EXPRESSION_2]

A: Would you mind helping out?
B: Sure, I can (()).","[DESCRIPTION]

Do you want some ()?를 활용해 음식 권하고 답하기.

[KEY_EXPRESSION]

A: Do you want some juice?
B: Yes, please. / No, thanks.

[SUB_EXPRESSION_1]

A: Would you like a sandwich?
B: Yes, please. / No, thank you.

[SUB_EXPRESSION_2]

A: How about some cake?
B: Sure, please. / No, I’m fine.",,,
초4,동아(박),2015 개정 교육과정,11,It’s Sunday,요일 묻고 답하기What day is it today? - It’s Sunday. 방과 후 활동 말하기I have a cooking class.,,"art, class, day, everyone, face, fantastic, magic, music, panda, show, today, watch, we, Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",세계 여러 나라의 특별한 날 ,"개인 생활, 학교생활, 교우 관계, 여가 선용","[DESCRIPTION]

의문 표현을 활용해 요일 묻고 답하기.

[KEY_EXPRESSION]

A: What day is it today?
B: It’s Friday.

[SUB_EXPRESSION_1]

A: Which day is it today?
B: It’s ().

[SUB_EXPRESSION_2]

A: Can you tell me the day?
B: It’s ().","[DESCRIPTION]

have ()를 활용해 방과 후 활동 말하기.

[KEY_EXPRESSION]

I have a drawing lesson.

[SUB_EXPRESSION_1]

I have a music session.

[SUB_EXPRESSION_2]

I have a dancing practice.",,,
초4,동아(박),2015 개정 교육과정,12,I Clean the Park,주말마다 무엇을 하는지 묻고 답하기What do you do on weekends? - I clean the park. 상대방 정보 묻기What about you?,,"homework, movie, park, say, walk, weekend",세계 여러 나라에서 사진 찍을 때 하는 말,"개인 생활, 가정생활, 교우 관계, 여가 선용","[DESCRIPTION]

do () on weekends를 활용해 주말마다 무엇을 하는지 묻고 답하기.

[KEY_EXPRESSION]

A: What do you usually do on weekends?
B: I enjoy painting.

[SUB_EXPRESSION_1]

A: What do you often do on weekends?
B: I like ().

[SUB_EXPRESSION_2]

A: How do you usually spend your weekends?
B: I love ().","[DESCRIPTION]

What about ()?를 활용해 상대방 정보 묻기.

[KEY_EXPRESSION]

A: What about you?

[SUB_EXPRESSION_1]

A: How about you?

[SUB_EXPRESSION_2]

A: And yourself?",,,
초5,동아(박),2015 개정 교육과정,1,I’m from Canada,출신지 묻고 답하기 Where are you from? – I’m from Canada. 이름의 철자 묻고 답하기 How do you spell your name? – L-I-N-G L-I-N-G.,,"Canada, China, France, from, India, Korea, spell, the U.S. (= the United States), well, yoga",세계 여러 나라 국기의 의미,개인 생활 학교생활 사회생활 대인 관계,"[DESCRIPTION]

출신지를 묻고 답하는 대화에 사용되는 표현.

[KEY_EXPRESSION]

A: Where are you from?
B: I am from Korea.

[SUB_EXPRESSION_1]

A: Where do you come from?
B: I come from ().

[SUB_EXPRESSION_2]

A: What is your hometown?
B: My hometown is ().","[DESCRIPTION]

spell ()을 사용해 이름의 철자를 묻고 답하기.

[KEY_EXPRESSION]

A: How do you spell your name?
B: S-A-R-A-H.

[SUB_EXPRESSION_1]

A: Can you spell your last name?
B: ()-()-()-().

[SUB_EXPRESSION_2]

A: Could you tell me the spelling of your first name?
B: it's ()-()-()-().",,,
초5,동아(박),2015 개정 교육과정,2,My Favorite Subject Is Math,좋아하는 과목 묻고 답하기 What's your favorite subject? – My favorite subject is math. 좋아하는 활동 표현하기 I like to play math games.,,"again, borrow, bug, chimpanzee, English, favorite, guitar, Korean, map, math, P.E. (= Physical Education) science, see, social studies, story, subject, write",세계 여러 나라의 특별한 수업,학교생활 교우 관계 여가 선용,"[DESCRIPTION]

favorite ()를 활용해 좋아하는 과목 묻고 답하기.

[KEY_EXPRESSION]

A: What's your favorite subject?
B: My favorite subject is science.

[SUB_EXPRESSION_1]

A: What subject do you like most?
B: My preferred subject is ().

[SUB_EXPRESSION_2]

A: Which subject is your favorite?
B: I enjoy studying ().","[DESCRIPTION]

like to ()를 활용해 좋아하는 활동 표현하기.

[KEY_EXPRESSION]

I enjoy solving word puzzles.

[SUB_EXPRESSION_1]

I like to explore () activities.

[SUB_EXPRESSION_2]

I enjoy participating in ().",,,
초5,동아(박),2015 개정 교육과정,3,Can I Borrow Your Scissors?,"허락을 요청하고 답하기 Can I borrow your scissors? – Of course. / Sure, you can. / Sorry, you can’t. 감사의 말에 답하기 No problem.",,"always, computer, each other, of course, problem, scissors, take, use, wait",세계 여러 나라의 식사 예절,학교생활 사회생활 공중도덕 예절,"[DESCRIPTION]

Can I ()? -를 활용해 허락을 요청하고 답하기.

[KEY_EXPRESSION]

Can I use your notebook?

[SUB_EXPRESSION_1]

May I take ()?

[SUB_EXPRESSION_2]

Is it okay if I borrow ()?","[DESCRIPTION]

응답 표현을 활용해 감사의 말에 답하기.

[KEY_EXPRESSION]

Sure, no worries!

[SUB_EXPRESSION_1]

You're welcome!

[SUB_EXPRESSION_2]

It's my pleasure!",,,
초5,동아(박),2015 개정 교육과정,4,Whose Cap Is This?,"누구의 물건인지 묻고 답하기 Whose cap is this? – It’s Junho’s. 확인 요청하고 답하기 Are you sure? – Yes, I am. / No, I’m not.",,"backpack, bottle, cell phone, find, lucky, really, toothbrush, watch, whose",세계 여러 나라의 행운의 상징,"학교생활 교우 관계 배려 창의력, 상상력","[DESCRIPTION]

""Whose () is this?을 활용해 누구의 물건인지 묻고 답하기.""

[KEY_EXPRESSION]

A: Whose book is this?
B: It's Mina's.

[SUB_EXPRESSION_1]

A: Whose pen is this?
B: It's ()'s.

[SUB_EXPRESSION_2]

A: Whose umbrella is this?
B: It's ()'s.","[DESCRIPTION]

확인 요청 및 응답을 연습하기.

[KEY_EXPRESSION]

A: Are you certain?
B: Yes, I am. / No, I'm not.

[SUB_EXPRESSION_1]

A: Are you sure about this?
B: Yes, I am. / No, I'm not.

[SUB_EXPRESSION_2]

A: Is this definite?
B: Yes, it is. / No, it isn't.",,,
초5,동아(박),2015 개정 교육과정,5,Let’s Go Camping,제안하고 답하기 Let’s go camping. – Sure. / Okay. 사람이 어디에 있는지 묻고 답하기 Where‘s Dad? – He’s in the living room.,,"bathroom, bedroom, camping, fishing, fun, hiking, kitchen, living room, shopping, swimming",세계의 다양한 주거 문화,가정생활 교우 관계 여가 선용,"[DESCRIPTION]

Let's ()를 통해 제안하고 이에 동의하며 답하기.

[KEY_EXPRESSION]

A: Let's visit the zoo.
B: Sure.

[SUB_EXPRESSION_1]

A: Why don't we explore ()?
B: That sounds fun.

[SUB_EXPRESSION_2]

A: How about going to ()?
B: I'd love to.","[DESCRIPTION]

Where's ()를 활용해 사람이 어디에 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: Where's Mom?
B: She's in the kitchen.

[SUB_EXPRESSION_1]

A: Where is ()?
B: They're in ().

[SUB_EXPRESSION_2]

A: Can you find ()?
B: They're in the ().",,,
초5,동아(박),2015 개정 교육과정,6,I Want to Go to the Beach,하고 싶은 일 묻고 답하기 What do you want to do? – I want to go to the beach. 하고 싶은 일 표현하기 I (don’t) want to jump rope.,,"air, balloon, beach, Chinese, comic book, giraffe, grandparent, home, Italy, jump rope, Kenya, learn, stay, summer, try, visit",세계의 뉴스포츠,개인 생활 학교생활 여가 선용,"[DESCRIPTION]

want to ()를 활용해 하고 싶은 일 묻고 답하기.

[KEY_EXPRESSION]

A: What do you want to do?
B: I want to go to the park.

[SUB_EXPRESSION_1]

A: What activity do you enjoy doing?
B: I enjoy ().

[SUB_EXPRESSION_2]

A: What would you like to try at the moment?
B: I would like to try ().","[DESCRIPTION]

want to ()를 활용해 자신이 하고 싶거나 하고 싶지 않은 활동 표현하기.

[KEY_EXPRESSION]

I want to play with toys.

[SUB_EXPRESSION_1]

I want to () with my friends.

[SUB_EXPRESSION_2]

I don’t want to () today.",,,
초5,동아(박),2015 개정 교육과정,7,How Was Your Vacation?,지나간 일의 느낌 묻고 답하기 How was your vacation? – It was great. 지나간 일 묻고 답하기 What did you do last weekend? – I played soccer with my friends.,,"bat, boat, cave, cold, dark, horse, last, long, mountain, pick, pool, right, slide, there, vacation, water, wonderful",세계 여러 나라의 유명한 동굴,개인 생활 학교생활 여가 선용,"[DESCRIPTION]

How was ()?를 활용해 지나간 일의 느낌 묻고 답하기.

[KEY_EXPRESSION]

A: How was your picnic?
B: It was delightful.

[SUB_EXPRESSION_1]

A: How did you find the day?
B: It was ().

[SUB_EXPRESSION_2]

A: What did you think of your trip?
B: It was ().","[DESCRIPTION]

""be와 과거 표현을 활용해 지나간 일 묻고 답하기.""

[KEY_EXPRESSION]

A: What did you do last weekend?
B: I painted a picture at the park.

[SUB_EXPRESSION_1]

A: What did you do yesterday?
B: I () with my family.

[SUB_EXPRESSION_2]

A: How did you spend your time last Sunday?
B: I () and enjoyed myself.",,,
