example_english,example_korean
I always bother to assist my confused neighbor when he packs his heavy furniture today.,나는 항상 헷갈리는 이웃이 오늘 무거운 가구를 옮길 때 도와주려고 애를 쓰요.
The constant noise outside clearly can severely bother my concentration during my late study sessions.,밖의 끊임없는 소음이 늦은 공부 시간 동안 제 집중력을 심하게 방해할 수 있어요.
"Unexpected small tasks sometimes turn into a bother, especially when they interrupt our busy schedule.","예기치 않은 작은 일들이 때때로 성가신 일이 되곤 해요, 특히 우리의 바쁜 일정을 방해할 때요."
"At the formal graduation ceremony, every student graciously bowed to express deep admiration and respect.",정식 졸업식에서 모든 학생들이 깊은 존경심을 표현하기 위해 정중하게 절했어요.
"After a long grueling battle, the defeated general had to bow before his powerful enemy.",긴 치열한 전투 후에 패배한 장군은 그의 강력한 적 앞에 굴복해야 했어요.
My sister carefully tied a bright red bow on her birthday gift before wrapping it.,내 여동생은 생일 선물에 예쁜 빨간 나비 모양 리본을 정성스럽게 묶었어요.
The archer skillfully drew his bow to launch a precise arrow toward a far target.,그 궁수는 멀리 있는 표적을 향해 정밀한 화살을 쏘기 위해 활을 능숙하게 당겼어요.
"After a long run, I took a deep, satisfying breath to calm my exhausted mind.","오랜 달리기 후, 피곤한 마음을 진정시키기 위해 깊고 만족스러운 숨을 들이켰어요."
"When I reached quickly for my coffee, I accidentally bumped my elbow on the counter.",내가 커피를 급히 집으려다 팔꿈치가 카운터에 부딪혔어요.
"After the accident during class, I suddenly noticed a small bump forming on my forehead.","수업 중 사고가 발생한 후, 갑자기 이마에 작은 혹이 생긴 것을 느꼈어요."
"During our long hike, I tripped over a bump	in the rocky trail that startled everyone.",오랜 등산 도중에 나는 바위길에 있는 튀어나온 부분에 걸려 모두를 놀라게 했어요.
The gardener pushed the sturdy cart filled with freshly harvested fruits and vegetables toward home.,정원사는 신선하게 수확한 과일과 채소로 가득 찬 튼튼한 수레를 밀면서 집으로 향했어요.
"In our renovated living room, the beautiful ceiling added charm and elegance to the atmosphere.","우리의 리노베이션 된 거실에서, 아름다운 천장이 분위기에 멋과 우아함을 더해줬어요."
"The assigned prisoner spent his long days inside a dark, cramped cell, awaiting his trial.",지정된 죄수는 어둡고 비좁은 감옥에서 긴 하루하루를 보내며 재판을 기다렸어요.
The brilliant scientist carefully examined each cell	under the sophisticated microscope in the modern laboratory.,그 훌륭한 과학자는 각 세포를 세심하게 관찰했어요	정교한 현미경 아래에서 현대 실험실을 활용했어요.
The hotel clerk will accurately charge the correct amount on your credit card during checkout.,호텔 직원이 체크아웃 시 신용카드에 정확한 금액을 청구할 거예요.
I need to charge my mobile phone quickly because its battery is almost completely drained.,"핸드폰을 빨리 충전해야 해요, 왜냐하면 배터리가 거의 다 소모되었어요."
The project manager decided to charge her with managing the team for the upcoming project.,프로젝트 매니저는 다가오는 프로젝트를 위해 팀 운영의 책임을 그녀에게 맡기기로 결정했어요.
The determined detective decided to charge the suspect with fraud after gathering enough incriminating evidence.,"단호한 형사는 충분한 결정적인 증거를 수집한 후, 피의자를 사기 혐의로 기소했어요."
"The store clerk charged my purchase to my account, expecting payment at a later time.","상점 점원이 내 구매를 내 계좌에 외상으로 달아놓았고, 나중에 결제해주시길 기대했어요."
"During last night's board meeting, the manager's harsh charge against inadequate performance disturbed every member.",지난 밤 이사회에서 매니저의 가혹한 비난은 부적절한 성과에 대해 모든 구성원을 당황시켰어요.
The prosecutor filed a serious charge against the accused individual after gathering sufficient evidence carefully.,검사는 충분한 증거를 수집한 후 피고인에 대해 심각한 혐의를 기소했어요.
The monthly charge for our internet service is clearly displayed on the detailed invoice statement.,우리 인터넷 서비스의 월 요금이 상세한 송장에 명확히 표시되어 있어요.
He felt an inexplicable tightness in his chest as he vividly recalled the previous day.,그는 지난 날을 생생하게 회상하면서 가슴 속에 설명할 수 없는 조밀한 느낌을 받았어요.
This old wooden chest kept many forgotten secrets and treasured memories from long lost ancestors.,이 오래된 나무 상자는 오래전에 잃어버린 조상들의 소중한 비밀과 기억들을 간직했어요.
I found a dusty old chest in the attic that secretly stored my family treasures.,나는 다락방에서 우리 가족의 보물을 은밀히 보관한 오래된 서랍장을 발견했어요.
The clerk assisted the customers with their inquiries and directed them toward the correct department.,그 점원은 고객들의 문의를 도와주며 올바른 부서를 안내해 주었어요.
The meticulous clerk efficiently organized the office files and assisted every customer with professional care.,세심한 사무원이 사무실의 서류를 체계적으로 정리하고 모든 고객을 전문적으로 도왔어요.
The important client visited our company headquarters today for an urgent meeting about future projects.,중요한 고객이 오늘 미래 프로젝트에 관한 긴급 회의를 위해 사무실을 방문했어요.
"After sitting in the soft cushioned couch, I felt extremely comfortable and relaxed this evening.",부드러운 쿠션의 소파에 앉자마자 오늘 저녁 매우 편안하고 안정감을 느꼈어요.
"During our camping trip, we had to consume all remaining food before the weather worsened.",캠핑 여행 동안 우리는 날씨가 나빠지기 전에 남은 음식을 모두 먹어야 했어요.
They often consume unhealthy snacks quickly during long late night study sessions in the library.,그들은 도서관에서 늦은 밤 오래 지속되는 공부 시간 동안 건강에 해로운 간식을 빠르게 소비해요.
"The abandoned, fragile wooden house was rapidly consumed by a massive, destructive wildfire last night.","버려진, 약한 나무집은 어젯밤 거대한 파괴적인 불길에 빠르게 휩싸였어요."
"When I heard the sad story, I was instantly	consumed by overwhelming emotions and memories.","슬픈 이야기를 듣자마자, 나는 엄청난 감정과	기억에 휩싸였어요."
A small but mysterious creature was discovered hiding under the ancient stone bridge after dusk.,작지만 신비로운 생물이 어스름이 지난 후 오래된 돌다리 밑에서 발견되었어요.
The mysterious creature roamed the enchanting forest freely and was admired by every curious observer.,신비로운 생명체는 매혹적인 숲에서 자유롭게 돌아다니며 모든 호기심 많은 관찰자에게 존경받았어요.
The brave firefighters delivered the trapped citizens from the burning building during the rescue mission.,용감한 소방관들이 불타는 건물에서 갇힌 시민들을 구출하여 구조 임무를 성공적으로 수행했어요.
The courier will promptly deliver the package safely to your office before noon on Saturday.,택배기사가 토요일 정오 이전에 귀하의 사무실로 소포를 신속하고 안전하게 배달할 거예요.
"During the early morning meeting, the manager will deliver the urgent announcement to all staff.",이른 아침 회의에서 매니저가 모든 직원에게 긴급 공지를 전달할 거예요.
