textbook ID,제목,출판사,교육과정,Lesson,구분,Title,DESCRIPTION,Key Expression (영어),Key Expression (한국어),Sub Expression (영어),
,영어Ⅱ,비상,2015,5,structure,How Far Will Technology Go?,전치사 to와 to부정사의 구분,Engineers are eager to develop innovative gadgets.,엔지니어들은 혁신적인 기기를 개발하는 것을 열망해요.,Scientists are ready to explore uncharted territories. Inventors are planning to upgrade existing devices.,과학자들이 미지의 영역을 탐험할 준비가 되어 있어요. 발명가들이 기존 기기를 업그레이드할 계획을 세우고 있어요.
,영어Ⅱ,비상,2015,6,structure,The Landscape of Stories,사역동사 make의 수동태,She was made to sing a cheerful song in the class.,그녀는 수업 시간에 명랑한 노래를 부르도록 시켜졌어요.,They were made to present their projects confidently. I was made to organize books on the shelf.,그들은 자신감 있게 프로젝트를 발표하도록 시켜졌어요. 나는 책장을 정리하도록 시켜졌어요.
,영어,동아(이),2015,1,structure,"Hi, High School!",관계대명사 what,A lack of sleep is what makes students feel tired.,수면 부족이 학생들이 피곤함을 느끼게 해요.,An early morning alarm is what starts my day. A kind teacher is what inspires me to study.,이른 아침 알람이 내 하루를 시작하게 해요. 친절한 선생님이 나에게 공부하도록 영감을 줘요.
,영어,동아(이),2015,2,structure,Delicious World,• <가주어-진주어> 구문,It is essential that we try the new dessert.,새로운 디저트를 꼭 먹어봐야 해요.,It is surprising that the chef mixes unusual spices. It is wonderful that we share delicious meals together.,셰프가 독특한 향신료를 섞는 것이 놀라워요. 함께 맛있는 식사를 나누는 것이 멋져요.
,영어,동아(이),2015,3,structure,Helping Hands,동격의 of,The act of helping others can change a life.,남을 돕는 행위가 한 사람의 인생을 바꿀 수 있어요.,The gesture of donating food supports the community. The act of volunteering brings joy to many.,음식을 기부하는 행동이 공동체를 지원해요. 봉사하는 행위가 많은 사람들에게 기쁨을 가져다줘요.
,영어,동아(이),2015,4,structure,Be Nature Smart,현재완료 수동태,Many trees have been cared for by environmental volunteers.,많은 나무들이 환경 자원봉사자들에 의해 관리되었어요.,A new park has been developed by the local community. Old recycling bins have been replaced with updated models.,지역 사회에 의해 새로운 공원이 조성되었어요. 오래된 재활용 통이 최신 모델로 교체되었어요.
,영어,동아(이),2015,5,structure,Beg to Differ,소유격 관계대명사 whose,There was a writer whose ideas challenged conventional norms.,전통적인 규범에 도전하는 아이디어를 가진 작가가 있었어요.,He met a musician whose songs touched people's hearts. I read a book whose story changed my outlook on life.,그는 사람들의 마음을 감동시킨 노래를 가진 음악가를 만났어요. 나는 내 삶의 시각을 바꾼 이야기를 가진 책을 읽었어요.
,영어,동아(이),2015,6,structure,Beyond Korea,• not until A B,Not until last month did our class explore new traditions.,우리 반이 새로운 전통을 탐험한 것은 지난 달 뿐이었어요.,Not until the festival began did we appreciate local art. Not until the performance ended did the students applaud.,축제가 시작할 때까지 우리는 지역 예술의 가치를 깨닫지 못했어요. 공연이 끝날 때까지 학생들은 박수를 치지 않았어요.
,영어,동아(이),2015,7,structure,A Step Forward,과거분사의 명사 수식,I watched the movie directed by a famous director.,나는 유명한 감독이 연출한 영화를 봤어요.,He admired the painting created by a local artist. She collected stamps issued by the post office.,그는 지역 예술가가 만든 그림을 감탄했어요. 그녀는 우체국이 발행한 우표를 모았어요.
,영어,동아(이),2015,8,structure,Bon Voyage,관계부사 where,I visited a museum where artifacts were preserved.,나는 유물들이 보존된 박물관을 방문했어요.,They discovered a restaurant where the food was amazing. We enjoyed a park where the scenery was beautiful.,그들은 음식이 훌륭한 식당을 발견했어요. 우리는 경치가 아름다운 공원을 즐겼어요.
,영어 I,동아(권),2015,1,structure,Invitation to a Teen’s Life,목적격 보어가 to부정사인 5형식 문장,The mentor encouraged her to explore new hobbies.,멘토가 그녀에게 새로운 취미를 탐색하라고 격려했어요.,He invited her to join the club. The counselor advised him to follow his passion.,그는 그녀에게 동아리에 참여하라고 초대했어요. 상담자가 그에게 자신의 열정을 따르라고 조언했어요.
,영어 I,동아(권),2015,2,structure,Taste Different Cultures,관계부사 why,That is why I decided to explore new restaurants during my vacation.,그것이 내가 휴가 동안 새로운 식당을 탐험하기로 한 이유예요.,She learned why regional spices enhance the flavor of dishes. He discovered why local ingredients make meals more special.,그녀는 지역 향신료가 요리의 맛을 돋보이게 하는 이유를 배웠어요. 그는 현지 재료가 음식을 더욱 특별하게 만드는 이유를 발견했어요.
,영어 I,동아(권),2015,3,structure,Live and Let Live,과거완료의 수동태,The letter had been written by the poet before the night fell.,시인이 밤이 내리기 전에 그 편지가 쓰여졌어요.,The treasure had been hidden by the old sailor before the storm hit. The secret had been guarded by the community until peace was restored.,폭풍우가 오기 전에 그 보물은 노 선원에 의해 숨겨졌어요. 평화가 회복될 때까지 그 비밀은 지역 사회에 의해 지켜졌어요.
,영어 I,동아(권),2015,4,structure,Passion for Reading,관계대명사 which의 계속적 용법,"I lost my book, which made me upset.",나는 책을 잃어버려서 속상했어요.,"She finished the novel, which surprised her friends. They borrowed a story, which piqued their interest.","그녀는 소설을 다 읽었는데, 그것이 친구들을 놀라게 했어요. 그들은 이야기를 빌렸는데, 그것이 그들의 관심을 불러일으켰어요."
,영어 I,동아(권),2015,5,structure,Discover the Future,관계대명사 what,He demonstrated what his new gadget can do.,그는 자신의 새 기기가 할 수 있는 것을 시연했어요.,She described what her favorite app offers. They explored what innovation can achieve.,그녀는 좋아하는 앱이 제공하는 것을 설명했어요. 그들은 혁신이 이룰 수 있는 것을 탐구했어요.
,영어 I,동아(권),2015,6,structure,National Pride,부정어 강조로 인한 도치,"Not only did the team support the cultural event, but they also organized a community festival.",팀이 문화 행사를 단순히 지지한 것이 아니라 지역 축제도 직접 조직했어요.,"Not only did my friend attend the parade, but he also waved the national flag. Not only did the teacher explain the history, but she also recited an inspiring poem.",내 친구는 퍼레이드에 참여한 것은 물론 국기를 흔들었어요. 선생님은 역사를 설명한 것은 물론 감동적인 시도 읊었어요.
,영어 II,동아(권),2015,1,structure,Health Talks,재귀대명사,She always talks to herself when she's nervous.,그녀는 긴장할 때 항상 자기 자신에게 말해요.,He taught himself to meditate daily. They surprised themselves with their new healthy habits.,그는 매일 명상을 하는 법을 스스로 배웠어요. 그들은 새로운 건강 습관에 스스로 놀랐어요.
,영어 II,동아(권),2015,2,structure,Step into the World,현재완료 진행 시제,I have been learning English for three years.,나는 3년 동안 영어를 배우고 있어요.,He has been practicing soccer every weekend. They have been reading interesting books since last summer.,그는 매주 주말마다 축구 연습을 해왔어요. 그는 지난 여름부터 재미있는 책들을 읽어왔어요.
,영어 II,동아(권),2015,3,structure,The Joy of Language,동격의 of,Emma loves the art of conversation.,엠마는 대화의 예술을 사랑해요.,He appreciates the beauty of literature. They explore the mystery of language.,그는 문학의 아름다움을 감상해요. 그들은 언어의 신비를 탐구해요.
,영어 II,동아(권),2015,4,structure,Delight in Art,not A but B 구문,He is not afraid of new techniques but excited to experiment in class.,그는 새로운 기법을 두려워하지 않고 수업에서 실험하는 것에 신이 나요.,The sculpture is not ordinary but uniquely imaginative. She is not hesitant but bold when trying new colors.,그 조각상은 평범하지 않고 독특하게 상상력이 넘쳐요. 그녀는 망설이지 않고 새로운 색을 시도할 때 대담해요.
,영어 II,동아(권),2015,5,structure,Living Together,such a(n)+형용사+명사+that ~,She made such a delicious cake that everyone enjoyed it.,그녀는 모두가 즐길 정도로 맛있는 케이크를 만들었어요.,He hosted such a lively party that his friends stayed all night. They found such a cozy apartment that they loved living there.,그는 친구들이 밤새 머무를 정도로 열정적인 파티를 열었어요. 그들은 살기 좋아할 정도로 아늑한 아파트를 찾았어요.
,영어 II,동아(권),2015,6,structure,Find Your Dream,복합관계사,"Irrespective of the hurdles, if you have dared to pursue your passion, you have already uncovered a path to your dream.","어려움에 상관없이, 만약 당신이 열정을 추구했다면, 이미 꿈으로 가는 길을 찾았어요.","No matter how challenging it gets, if you believe in yourself, you move closer to success. Regardless of previous setbacks, if you learn from them, you pave the way for a brighter future.","얼마나 힘들어도, 만약 스스로를 믿는다면, 성공에 한 걸음 더 가까워져요. 이전의 좌절과 상관없이, 만약 그것들로부터 배운다면, 더 밝은 미래로 나아가요."
,공통영어 I,동아(이),2022,1,structure,Life Is Experience,지각동사의 목적격 보어,I saw a friend crying near the school.,나는 학교 근처에서 울고 있는 친구를 봤어요.,I felt the wind whispering secrets softly. I noticed a cat sleeping on the warm pavement.,나는 바람이 부드럽게 비밀을 속삭이는 것을 느꼈어요. 나는 따뜻한 포장도로 위에서 자고 있는 고양이를 알아봤어요.
